product_id,product_name,Category,weather_condition,seasonality,transaction_date,expiration_date,initial_quantity,quality_grade,days_until_expiry,cost_price,base_price,discount_pct,selling_price,units_sold,units_wasted,daily_demand
PRO_GRA_501,Grapes,Fruits,Rainy,Summer,2024-08-24,2024-08-29,499,B,2,2.78,5.65,0.19,4.58,485,14,170
PRO_BAN_665,Bananas,Fruits,Rainy,Summer,2023-06-01,2023-06-04,73,A,0,2.28,4.7,0.44,2.63,73,0,33
PRO_TOM_788,Tomatoes,Fruits,Rainy,Summer,2023-03-29,2023-04-07,424,A,8,4.43,7.05,0,7.05,211,213,34
PRO_TOM_167,Tomatoes,Fruits,Rainy,Summer,2024-11-15,2024-11-26,202,C,11,3.77,6.77,0.2,5.42,202,0,19
PRO_TOM_679,Tomatoes,Fruits,Rainy,Summer,2023-10-16,2023-10-24,61,B,6,3.21,5.96,0,5.96,9,52,2
PRO_AVO_915,Avocados,Fruits,Rainy,Summer,2024-12-13,2024-12-19,37,B,6,1.3,3.08,0,3.08,37,0,6
PRO_BER_895,Berries,Fruits,Rainy,Summer,2024-07-29,2024-08-03,163,A,4,5.04,7.45,0,7.45,121,42,34
PRO_TOM_815,Tomatoes,Fruits,Rainy,Summer,2024-10-02,2024-10-07,240,A,5,3.02,7.47,0,7.47,168,72,47
PRO_BAN_647,Bananas,Fruits,Rainy,Summer,2023-10-14,2023-10-27,119,C,11,2.35,5.03,0.21,3.97,119,0,15
PRO_GRA_199,Grapes,Fruits,Rainy,Summer,2024-02-24,2024-03-08,241,A,11,2.75,4.47,0,4.47,241,0,24
PRO_LET_372,Lettuce,Vegetables,Rainy,Summer,2024-04-19,2024-04-27,175,C,8,1.28,2.4,0.23,1.85,175,0,25
PRO_GRA_884,Grapes,Fruits,Rainy,Summer,2024-01-24,2024-01-26,244,A,0,2.92,5.33,0.67,1.76,244,0,87
PRO_AVO_719,Avocados,Fruits,Cloudy,Summer,2024-03-30,2024-04-09,40,B,7,0.45,1.12,0,1.12,17,23,2
PRO_APP_377,Apples,Fruits,Rainy,Summer,2024-08-25,2024-09-03,302,A,7,3.38,5.39,0,5.39,302,0,62
PRO_TOM_179,Tomatoes,Fruits,Rainy,Summer,2023-08-15,2023-08-29,317,B,11,1.56,3.89,0,3.89,154,163,15
PRO_AVO_101,Avocados,Fruits,Rainy,Summer,2023-09-09,2023-09-18,475,A,6,0.55,1.28,0,1.28,332,143,66
PRO_AVO_341,Avocados,Fruits,Rainy,Summer,2023-09-10,2023-09-24,109,B,13,3.61,7.61,0,7.61,109,0,8
PRO_GRA_119,Grapes,Fruits,Cloudy,Summer,2024-06-09,2024-06-24,384,A,12,2.11,3.41,0,3.41,384,0,45
PRO_LET_156,Lettuce,Vegetables,Cloudy,Summer,2024-06-06,2024-06-22,275,A,15,1.04,1.59,0,1.59,275,0,31
PRO_BER_537,Berries,Fruits,Sunny,Summer,2024-06-22,2024-06-27,370,B,2,2.27,4.95,0.16,4.16,259,111,151
PRO_LET_989,Lettuce,Vegetables,Cloudy,Summer,2024-03-04,2024-03-18,293,C,14,0.82,1.88,0.21,1.49,237,56,12
PRO_LET_706,Lettuce,Vegetables,Cloudy,Summer,2023-04-15,2023-04-23,46,A,5,1.88,3.44,0,3.44,29,17,5
PRO_BAN_625,Bananas,Fruits,Cloudy,Summer,2024-06-17,2024-06-30,330,A,13,1.18,1.85,0,1.85,330,0,27
PRO_BAN_946,Bananas,Fruits,Cloudy,Summer,2023-11-05,2023-11-16,152,B,11,0.87,1.71,0,1.71,149,3,12
PRO_AVO_655,Avocados,Fruits,Cloudy,Summer,2024-02-09,2024-02-20,334,B,11,2.05,3.56,0,3.56,242,92,21
PRO_GRA_310,Grapes,Fruits,Rainy,Summer,2024-08-16,2024-09-05,31,A,18,1.64,2.72,0,2.72,28,3,2
PRO_TOM_193,Tomatoes,Fruits,Cloudy,Summer,2024-01-04,2024-01-10,103,C,6,3.97,6.75,0.22,5.26,103,0,22
PRO_BER_770,Berries,Fruits,Rainy,Summer,2023-10-08,2023-10-23,338,B,12,2.09,4.08,0,4.08,295,43,28
PRO_APP_999,Apples,Fruits,Rainy,Summer,2024-12-16,2025-01-01,327,A,14,3.02,4.63,0,4.63,327,0,22
PRO_AVO_404,Avocados,Fruits,Rainy,Summer,2024-11-25,2024-12-13,303,B,16,1.77,2.78,0,2.78,303,0,23
PRO_AVO_162,Avocados,Fruits,Sunny,Summer,2023-04-24,2023-05-02,411,A,5,2.9,4.88,0,4.88,235,176,58
PRO_BER_737,Berries,Fruits,Rainy,Summer,2023-11-22,2023-11-25,127,A,1,0.61,1.05,0.44,0.59,68,59,38
PRO_BER_770,Berries,Fruits,Cloudy,Summer,2023-08-22,2023-08-26,272,A,3,4.02,6.52,0,6.52,264,8,103
PRO_GRA_208,Grapes,Fruits,Rainy,Summer,2023-08-28,2023-09-04,176,B,5,1.2,1.89,0,1.89,148,28,37
PRO_BER_755,Berries,Fruits,Cloudy,Summer,2024-06-08,2024-06-21,437,A,11,1.65,2.79,0,2.79,437,0,76
PRO_AVO_977,Avocados,Fruits,Sunny,Summer,2023-05-10,2023-05-23,230,A,13,1.34,2.73,0,2.73,230,0,27
PRO_BER_817,Berries,Fruits,Sunny,Summer,2023-07-02,2023-07-19,105,C,14,0.6,1.04,0.2,0.83,105,0,21
PRO_BER_539,Berries,Fruits,Sunny,Summer,2024-09-23,2024-10-01,38,C,7,4.37,7.53,0.18,6.17,38,0,4
PRO_TOM_550,Tomatoes,Fruits,Cloudy,Summer,2023-04-29,2023-05-17,334,B,17,0.64,1.15,0,1.15,334,0,28
PRO_BAN_997,Bananas,Fruits,Rainy,Summer,2023-02-12,2023-02-15,447,B,1,1.99,2.9,0.26,2.15,441,6,239
PRO_AVO_666,Avocados,Fruits,Sunny,Summer,2023-01-22,2023-02-07,50,A,14,2.71,6.12,0,6.12,21,29,2
PRO_APP_790,Apples,Fruits,Cloudy,Summer,2024-09-10,2024-09-20,88,B,7,1.82,3.89,0,3.89,60,28,8
PRO_APP_189,Apples,Fruits,Sunny,Summer,2023-02-16,2023-02-20,151,B,1,2.72,5.9,0.36,3.78,112,39,63
PRO_BER_549,Berries,Fruits,Sunny,Summer,2024-03-21,2024-03-26,402,A,2,1.86,3.34,0.14,2.87,216,186,104
PRO_TOM_796,Tomatoes,Fruits,Rainy,Summer,2023-04-18,2023-04-21,38,A,3,2.99,5,0,5,38,0,18
PRO_BAN_497,Bananas,Fruits,Sunny,Summer,2023-12-30,2024-01-03,85,A,3,2.97,7.32,0,7.32,85,0,32
PRO_AVO_229,Avocados,Fruits,Sunny,Summer,2024-02-26,2024-03-05,339,A,5,3.24,6.99,0,6.99,195,144,35
PRO_BER_400,Berries,Fruits,Rainy,Summer,2024-12-26,2024-12-30,180,A,1,3.6,6.9,0.36,4.42,87,93,58
PRO_LET_330,Lettuce,Vegetables,Rainy,Summer,2024-09-19,2024-10-06,308,B,16,2.55,4.9,0,4.9,252,56,13
PRO_BER_405,Berries,Fruits,Rainy,Summer,2023-11-04,2023-11-15,41,B,11,1.87,3.11,0,3.11,26,15,3
PRO_GRA_998,Grapes,Fruits,Sunny,Summer,2024-09-25,2024-10-01,297,B,3,1.11,1.81,0,1.81,151,146,70
PRO_LET_943,Lettuce,Vegetables,Rainy,Summer,2024-10-18,2024-10-27,488,A,9,2.01,3.06,0,3.06,392,96,62
PRO_LET_921,Lettuce,Vegetables,Rainy,Summer,2024-08-27,2024-09-08,337,A,12,2.07,3.9,0,3.9,337,0,28
PRO_LET_152,Lettuce,Vegetables,Cloudy,Summer,2024-01-16,2024-01-22,44,C,4,3.09,5.84,0.25,4.38,31,13,6
PRO_BER_908,Berries,Fruits,Rainy,Summer,2023-05-10,2023-05-16,129,B,3,2.9,5.2,0,5.2,90,39,32
PRO_AVO_369,Avocados,Fruits,Rainy,Summer,2023-05-17,2023-05-30,271,B,11,2.07,4.72,0,4.72,271,0,28
PRO_TOM_185,Tomatoes,Fruits,Cloudy,Summer,2024-07-07,2024-07-10,426,B,1,2.81,6.88,0.18,5.64,368,58,365
PRO_APP_101,Apples,Fruits,Sunny,Summer,2024-09-15,2024-09-28,36,A,11,3.45,5.78,0,5.78,25,11,2
PRO_BER_326,Berries,Fruits,Cloudy,Summer,2023-02-22,2023-03-08,26,B,13,3.16,5.33,0,5.33,0,26,0
PRO_TOM_471,Tomatoes,Fruits,Rainy,Summer,2024-10-17,2024-10-25,95,B,5,2.54,3.92,0,3.92,45,50,10
PRO_TOM_315,Tomatoes,Fruits,Sunny,Summer,2023-02-15,2023-02-18,74,A,3,2.56,5.61,0,5.61,69,5,19
PRO_GRA_730,Grapes,Fruits,Sunny,Summer,2023-06-30,2023-07-05,411,B,3,4.33,7.31,0,7.31,253,158,99
PRO_TOM_470,Tomatoes,Fruits,Sunny,Summer,2024-07-05,2024-07-16,26,A,10,3.92,6.64,0,6.64,0,26,0
PRO_AVO_704,Avocados,Fruits,Rainy,Summer,2023-02-24,2023-02-28,184,A,2,2.95,4.66,0,4.66,143,41,70
PRO_GRA_686,Grapes,Fruits,Sunny,Summer,2023-07-03,2023-07-13,171,C,9,1.09,1.88,0.2,1.5,171,0,26
PRO_GRA_196,Grapes,Fruits,Sunny,Summer,2023-04-13,2023-04-21,20,A,7,1.5,2.94,0,2.94,7,13,1
PRO_BER_266,Berries,Fruits,Rainy,Summer,2024-01-10,2024-01-19,450,A,6,3.96,7.01,0,7.01,219,231,52
PRO_BAN_331,Bananas,Fruits,Cloudy,Summer,2023-08-03,2023-08-09,399,A,5,1.96,4.29,0,4.29,399,0,103
PRO_AVO_106,Avocados,Fruits,Rainy,Summer,2024-11-07,2024-11-21,346,B,11,3.6,5.19,0,5.19,196,150,19
PRO_LET_571,Lettuce,Vegetables,Cloudy,Summer,2023-01-24,2023-02-09,299,B,14,2.78,5.18,0,5.18,299,0,23
PRO_APP_935,Apples,Fruits,Rainy,Summer,2023-07-26,2023-08-11,365,C,15,0.93,1.42,0.24,1.08,365,0,34
PRO_APP_974,Apples,Fruits,Rainy,Summer,2024-01-11,2024-01-23,412,B,9,4.38,6.32,0,6.32,412,0,50
PRO_BAN_140,Bananas,Fruits,Sunny,Summer,2023-02-03,2023-02-14,203,B,11,0.99,1.42,0,1.42,142,61,16
PRO_BAN_321,Bananas,Fruits,Cloudy,Summer,2024-05-26,2024-06-08,326,B,11,4.58,7.44,0,7.44,326,0,59
PRO_BER_767,Berries,Fruits,Cloudy,Summer,2024-07-02,2024-07-15,145,B,11,3.31,7.72,0,7.72,101,44,19
PRO_TOM_665,Tomatoes,Fruits,Cloudy,Summer,2024-10-31,2024-11-16,49,A,14,4.56,6.55,0,6.55,35,14,3
PRO_APP_938,Apples,Fruits,Cloudy,Summer,2024-10-28,2024-11-02,500,C,4,4.69,7.58,0.17,6.29,500,0,134
PRO_GRA_814,Grapes,Fruits,Sunny,Summer,2023-08-13,2023-08-17,162,A,3,1.45,3.27,0,3.27,131,31,60
PRO_APP_682,Apples,Fruits,Cloudy,Summer,2024-02-17,2024-03-07,301,A,17,2.03,3.21,0,3.21,301,0,24
PRO_LET_619,Lettuce,Vegetables,Sunny,Summer,2023-12-12,2023-12-16,64,B,3,2.13,5.07,0,5.07,47,17,17
PRO_BER_289,Berries,Fruits,Cloudy,Summer,2024-12-20,2025-01-09,28,B,18,5.27,7.6,0,7.6,0,28,0
PRO_TOM_824,Tomatoes,Fruits,Rainy,Summer,2024-09-12,2024-09-27,201,A,12,2.25,3.94,0,3.94,140,61,12
PRO_AVO_945,Avocados,Fruits,Rainy,Summer,2023-08-15,2023-08-21,117,B,6,2.6,4.06,0,4.06,117,0,26
PRO_TOM_212,Tomatoes,Fruits,Cloudy,Summer,2024-04-23,2024-05-04,272,B,9,1.06,2.39,0,2.39,226,46,24
PRO_TOM_432,Tomatoes,Fruits,Cloudy,Summer,2024-01-21,2024-01-24,389,B,3,1.17,2.43,0,2.43,389,0,206
PRO_LET_274,Lettuce,Vegetables,Sunny,Summer,2024-08-08,2024-08-13,306,A,4,3.97,6.32,0,6.32,306,0,85
PRO_GRA_809,Grapes,Fruits,Cloudy,Summer,2023-07-23,2023-08-04,475,B,12,4,6.58,0,6.58,475,0,82
PRO_APP_268,Apples,Fruits,Cloudy,Summer,2023-08-06,2023-08-25,103,B,17,2.55,6.16,0,6.16,103,0,6
PRO_TOM_204,Tomatoes,Fruits,Rainy,Summer,2023-07-19,2023-07-23,118,C,3,3.85,5.97,0.17,4.96,82,36,49
PRO_APP_138,Apples,Fruits,Rainy,Summer,2024-09-27,2024-10-03,415,B,3,2.78,6.59,0,6.59,188,227,86
PRO_LET_979,Lettuce,Vegetables,Cloudy,Summer,2023-01-07,2023-01-18,183,B,8,2.99,6.83,0,6.83,107,76,18
PRO_AVO_856,Avocados,Fruits,Cloudy,Summer,2023-01-28,2023-02-04,496,A,6,0.93,1.48,0,1.48,496,0,104
PRO_TOM_160,Tomatoes,Fruits,Cloudy,Summer,2024-01-11,2024-01-16,28,A,4,4.07,6.45,0,6.45,9,19,2
PRO_TOM_926,Tomatoes,Fruits,Sunny,Summer,2023-02-18,2023-02-25,445,A,5,1.51,3.53,0,3.53,445,0,90
PRO_APP_347,Apples,Fruits,Cloudy,Summer,2023-02-03,2023-02-17,41,B,11,1.07,1.98,0,1.98,0,41,0
PRO_BAN_373,Bananas,Fruits,Cloudy,Summer,2024-08-28,2024-09-14,495,C,15,0.56,1.3,0.18,1.07,495,0,57
PRO_BAN_374,Bananas,Fruits,Rainy,Summer,2023-09-23,2023-10-09,159,A,14,2.85,6.46,0,6.46,141,18,14
PRO_APP_986,Apples,Fruits,Rainy,Summer,2024-01-26,2024-02-07,67,C,10,3.64,7.57,0.16,6.36,45,22,3
PRO_BAN_694,Bananas,Fruits,Rainy,Summer,2024-08-17,2024-08-24,385,A,6,3.73,7.21,0,7.21,269,116,102
PRO_BER_205,Berries,Fruits,Sunny,Summer,2024-08-14,2024-08-28,119,B,13,2.61,6.49,0,6.49,82,37,8
PRO_GRA_637,Grapes,Fruits,Rainy,Summer,2024-10-18,2024-10-28,261,B,7,3.19,7.88,0,7.88,185,76,21
PRO_APP_888,Apples,Fruits,Cloudy,Summer,2023-08-26,2023-09-03,75,B,5,3.12,4.81,0,4.81,22,53,4
PRO_LET_581,Lettuce,Vegetables,Cloudy,Summer,2023-08-29,2023-09-12,399,A,13,3.24,7.16,0,7.16,399,0,56
PRO_GRA_668,Grapes,Fruits,Cloudy,Summer,2023-09-11,2023-09-28,344,A,15,3.22,7.16,0,7.16,344,0,28
PRO_BER_866,Berries,Fruits,Rainy,Summer,2023-11-24,2023-12-03,66,B,9,2.63,4.19,0,4.19,39,27,6
PRO_GRA_221,Grapes,Fruits,Rainy,Summer,2023-12-09,2023-12-19,321,B,10,3.64,6.15,0,6.15,321,0,33
PRO_GRA_386,Grapes,Fruits,Rainy,Summer,2023-07-20,2023-07-23,484,A,0,0.99,2.06,0.47,1.09,468,16,277
PRO_APP_681,Apples,Fruits,Sunny,Summer,2023-09-19,2023-09-25,266,B,6,3.07,5.82,0,5.82,266,0,44
PRO_BAN_859,Bananas,Fruits,Rainy,Summer,2024-06-30,2024-07-18,222,A,17,1.17,2.22,0,2.22,222,0,20
PRO_LET_968,Lettuce,Vegetables,Sunny,Summer,2024-05-12,2024-05-24,301,B,11,3.48,5.77,0,5.77,276,25,34
PRO_TOM_700,Tomatoes,Fruits,Rainy,Summer,2023-04-03,2023-04-11,474,C,8,3.09,7.36,0.2,5.89,474,0,62
PRO_GRA_214,Grapes,Fruits,Rainy,Summer,2024-01-19,2024-01-24,477,A,4,1.25,3.06,0,3.06,426,51,107
PRO_GRA_856,Grapes,Fruits,Cloudy,Summer,2024-01-22,2024-01-25,171,C,1,1.38,3.28,0.53,1.54,112,59,53
PRO_AVO_571,Avocados,Fruits,Sunny,Summer,2024-02-19,2024-02-25,109,A,3,2.43,4.63,0,4.63,73,36,20
PRO_BAN_638,Bananas,Fruits,Cloudy,Summer,2024-05-18,2024-06-04,115,B,14,1.11,2,0,2,101,14,6
PRO_GRA_788,Grapes,Fruits,Cloudy,Summer,2023-12-14,2023-12-22,281,A,6,0.71,1.46,0,1.46,275,6,36
PRO_GRA_761,Grapes,Fruits,Cloudy,Summer,2023-06-15,2023-06-17,167,A,0,2.6,4.88,0.46,2.64,167,0,100
PRO_BAN_862,Bananas,Fruits,Cloudy,Summer,2024-03-04,2024-03-11,360,A,6,0.86,2,0,2,251,109,44
PRO_TOM_492,Tomatoes,Fruits,Cloudy,Summer,2024-07-20,2024-07-28,37,B,8,0.61,1.49,0,1.49,37,0,9
PRO_APP_632,Apples,Fruits,Rainy,Summer,2024-02-10,2024-02-27,26,B,17,3.03,6.39,0,6.39,26,0,2
PRO_BAN_963,Bananas,Fruits,Cloudy,Summer,2023-12-23,2024-01-05,136,B,11,1.21,2.95,0,2.95,95,41,12
PRO_GRA_454,Grapes,Fruits,Rainy,Summer,2024-12-29,2025-01-08,387,A,7,1.23,2.58,0,2.58,387,0,62
PRO_GRA_661,Grapes,Fruits,Cloudy,Summer,2024-10-18,2024-11-02,236,C,12,4.38,7.87,0.16,6.61,165,71,13
PRO_BER_720,Berries,Fruits,Rainy,Summer,2023-12-18,2023-12-21,245,A,2,4.16,6.42,0,6.42,176,69,72
PRO_GRA_768,Grapes,Fruits,Rainy,Summer,2023-08-02,2023-08-04,173,A,0,0.61,1.47,0.59,0.6,173,0,90
PRO_GRA_789,Grapes,Fruits,Rainy,Summer,2023-01-03,2023-01-15,162,B,9,2.9,5.69,0,5.69,69,93,6
PRO_APP_803,Apples,Fruits,Rainy,Summer,2023-03-07,2023-03-23,439,B,16,2.08,3.7,0,3.7,246,193,22
PRO_TOM_860,Tomatoes,Fruits,Rainy,Summer,2023-09-29,2023-10-17,112,B,16,3.47,6.52,0,6.52,90,22,7
PRO_AVO_150,Avocados,Fruits,Rainy,Summer,2023-06-25,2023-07-06,494,B,9,3.06,4.74,0,4.74,494,0,70
PRO_BER_743,Berries,Fruits,Rainy,Summer,2023-05-22,2023-05-30,275,A,7,1.98,3.6,0,3.6,192,83,48
PRO_APP_273,Apples,Fruits,Cloudy,Summer,2023-02-07,2023-02-13,25,B,6,2.5,5.34,0,5.34,7,18,1
PRO_LET_490,Lettuce,Vegetables,Cloudy,Summer,2024-12-29,2025-01-09,390,B,10,1.85,3.01,0,3.01,390,0,43
PRO_LET_790,Lettuce,Vegetables,Cloudy,Summer,2024-04-27,2024-05-01,427,C,4,2,4.96,0.24,3.77,427,0,112
PRO_GRA_621,Grapes,Fruits,Cloudy,Summer,2024-01-13,2024-01-17,244,C,2,1.51,2.18,0.37,1.37,244,0,91
PRO_AVO_946,Avocados,Fruits,Sunny,Summer,2023-02-24,2023-03-15,165,B,19,2.28,5,0,5,155,10,7
PRO_BER_239,Berries,Fruits,Sunny,Summer,2023-01-12,2023-01-16,493,B,1,3.41,6.19,0.34,4.09,214,279,105
PRO_BER_368,Berries,Fruits,Sunny,Summer,2024-12-05,2024-12-09,83,C,1,2.97,6.55,0.51,3.21,41,42,17
PRO_BAN_872,Bananas,Fruits,Cloudy,Summer,2023-03-22,2023-04-09,64,B,15,2.92,5.74,0,5.74,49,15,4
PRO_AVO_774,Avocados,Fruits,Sunny,Summer,2023-08-07,2023-08-23,229,A,16,5.32,7.8,0,7.8,205,24,12
PRO_AVO_797,Avocados,Fruits,Sunny,Summer,2023-07-20,2023-08-02,22,A,13,2.61,6.5,0,6.5,16,6,1
PRO_LET_944,Lettuce,Vegetables,Rainy,Summer,2023-10-30,2023-11-03,429,B,1,1.74,3.56,0.34,2.35,308,121,156
PRO_TOM_115,Tomatoes,Fruits,Rainy,Summer,2023-12-27,2024-01-08,256,A,10,2.24,4.67,0,4.67,147,109,15
PRO_BER_978,Berries,Fruits,Cloudy,Summer,2023-03-15,2023-04-02,113,B,15,3.99,7.74,0,7.74,113,0,6
PRO_APP_663,Apples,Fruits,Rainy,Summer,2024-09-12,2024-09-22,287,B,10,2.08,3.24,0,3.24,269,18,26
PRO_LET_718,Lettuce,Vegetables,Rainy,Summer,2023-02-23,2023-03-09,357,A,12,2.57,5.61,0,5.61,249,108,22
PRO_BER_965,Berries,Fruits,Rainy,Summer,2024-03-16,2024-03-25,303,B,7,1.06,2.32,0,2.32,212,91,50
PRO_APP_217,Apples,Fruits,Cloudy,Summer,2024-01-14,2024-01-25,343,B,11,5.23,7.95,0,7.95,343,0,41
PRO_LET_111,Lettuce,Vegetables,Rainy,Summer,2023-03-29,2023-04-08,428,B,9,4.45,6.45,0,6.45,298,130,41
PRO_APP_133,Apples,Fruits,Rainy,Summer,2023-02-18,2023-02-26,450,A,8,0.51,1.17,0,1.17,336,114,58
PRO_APP_537,Apples,Fruits,Sunny,Summer,2023-09-25,2023-09-30,269,A,2,1.21,2.59,0.21,2.05,149,120,54
PRO_TOM_789,Tomatoes,Fruits,Rainy,Summer,2024-01-24,2024-01-29,430,B,2,1.89,3.42,0.27,2.5,273,157,75
PRO_BER_959,Berries,Fruits,Rainy,Summer,2023-05-23,2023-05-26,336,A,3,2.31,3.49,0,3.49,336,0,207
PRO_TOM_581,Tomatoes,Fruits,Sunny,Summer,2023-06-02,2023-06-09,312,B,5,1.35,2.03,0,2.03,218,94,61
PRO_AVO_693,Avocados,Fruits,Sunny,Summer,2023-01-16,2023-01-22,438,A,4,1.06,2.01,0,2.01,214,224,51
PRO_GRA_443,Grapes,Fruits,Rainy,Summer,2023-10-31,2023-11-10,314,B,7,0.98,2.22,0,2.22,204,110,35
PRO_LET_695,Lettuce,Vegetables,Sunny,Summer,2024-06-27,2024-07-01,216,B,1,1.21,2.35,0.26,1.74,153,63,93
PRO_BAN_135,Bananas,Fruits,Sunny,Summer,2024-02-07,2024-02-15,410,B,6,3.04,5.41,0,5.41,219,191,40
PRO_AVO_188,Avocados,Fruits,Sunny,Summer,2024-01-21,2024-01-26,95,B,4,2.96,6.46,0,6.46,95,0,38
PRO_BER_166,Berries,Fruits,Rainy,Summer,2024-11-24,2024-12-01,10,A,4,3.93,7.86,0,7.86,8,2,2
PRO_APP_704,Apples,Fruits,Rainy,Summer,2023-11-14,2023-11-20,77,B,6,3.14,6.54,0,6.54,51,26,11
PRO_BER_971,Berries,Fruits,Rainy,Summer,2023-04-01,2023-04-17,213,B,14,4.01,7.29,0,7.29,150,63,14
PRO_AVO_966,Avocados,Fruits,Rainy,Summer,2023-01-03,2023-01-10,178,C,5,0.88,1.75,0.2,1.4,178,0,30
PRO_APP_342,Apples,Fruits,Rainy,Summer,2023-03-13,2023-03-18,279,A,5,2.74,6.72,0,6.72,279,0,71
PRO_BER_578,Berries,Fruits,Sunny,Summer,2023-05-18,2023-06-04,312,A,15,3.01,6.34,0,6.34,312,0,21
PRO_GRA_220,Grapes,Fruits,Sunny,Summer,2024-08-16,2024-09-03,224,A,16,3.16,5.04,0,5.04,224,0,19
PRO_TOM_290,Tomatoes,Fruits,Sunny,Summer,2024-04-29,2024-05-13,39,B,13,4.25,6.44,0,6.44,0,39,0
PRO_AVO_477,Avocados,Fruits,Sunny,Summer,2023-12-03,2023-12-06,420,A,2,2.6,4.41,0,4.41,412,8,196
PRO_APP_295,Apples,Fruits,Rainy,Summer,2024-09-27,2024-10-05,79,A,8,4.18,7.62,0,7.62,79,0,16
PRO_TOM_293,Tomatoes,Fruits,Rainy,Summer,2024-09-19,2024-09-29,98,B,7,4.47,7.05,0,7.05,86,12,15
PRO_LET_665,Lettuce,Vegetables,Rainy,Summer,2024-02-13,2024-02-27,489,A,11,2.9,4.89,0,4.89,342,147,40
PRO_TOM_954,Tomatoes,Fruits,Rainy,Summer,2023-05-11,2023-05-22,411,B,11,4.29,6.91,0,6.91,411,0,64
PRO_APP_470,Apples,Fruits,Cloudy,Summer,2024-09-04,2024-09-09,149,B,5,2.87,5.96,0,5.96,149,0,45
PRO_LET_680,Lettuce,Vegetables,Sunny,Summer,2024-10-24,2024-10-30,67,A,6,2,4.52,0,4.52,67,0,11
PRO_BAN_285,Bananas,Fruits,Sunny,Summer,2023-08-19,2023-09-01,92,B,13,2.83,4.34,0,4.34,92,0,15
PRO_GRA_307,Grapes,Fruits,Sunny,Summer,2023-08-13,2023-08-16,224,B,2,2.59,3.75,0,3.75,224,0,179
PRO_GRA_913,Grapes,Fruits,Rainy,Summer,2024-04-23,2024-05-08,269,C,15,3.94,6.8,0.18,5.58,188,81,16
PRO_BAN_899,Bananas,Fruits,Rainy,Summer,2023-08-24,2023-09-08,81,A,15,4.91,7.45,0,7.45,81,0,8
PRO_LET_314,Lettuce,Vegetables,Rainy,Summer,2024-02-29,2024-03-16,394,A,13,2.85,4.23,0,4.23,145,249,15
PRO_BAN_438,Bananas,Fruits,Rainy,Summer,2023-08-21,2023-08-26,491,B,3,3.7,7.44,0,7.44,258,233,122
PRO_BAN_990,Bananas,Fruits,Rainy,Summer,2024-06-07,2024-06-22,136,B,13,2.58,4.74,0,4.74,112,24,10
PRO_AVO_809,Avocados,Fruits,Rainy,Summer,2024-02-18,2024-02-24,495,B,3,4.82,7.07,0.21,5.59,305,190,97
PRO_APP_923,Apples,Fruits,Rainy,Summer,2023-07-18,2023-07-21,401,A,2,2.83,5.29,0,5.29,401,0,182
PRO_LET_871,Lettuce,Vegetables,Cloudy,Summer,2024-01-11,2024-01-22,350,B,11,0.71,1.06,0,1.06,275,75,24
PRO_AVO_521,Avocados,Fruits,Cloudy,Summer,2024-12-26,2025-01-03,42,B,7,0.74,1.28,0,1.28,20,22,4
PRO_BAN_715,Bananas,Fruits,Cloudy,Summer,2023-08-25,2023-08-28,222,A,3,1.13,2.59,0,2.59,222,0,146
PRO_APP_458,Apples,Fruits,Sunny,Summer,2023-11-22,2023-11-30,433,B,6,4.63,7.05,0,7.05,236,197,40
PRO_AVO_934,Avocados,Fruits,Rainy,Summer,2023-06-25,2023-07-11,85,B,15,1.69,3.3,0,3.3,85,0,14
PRO_LET_257,Lettuce,Vegetables,Sunny,Summer,2024-04-07,2024-04-12,390,C,3,2.82,5.02,0.18,4.12,273,117,131
PRO_GRA_413,Grapes,Fruits,Rainy,Summer,2023-07-12,2023-07-26,336,A,14,1.9,2.93,0,2.93,336,0,33
PRO_TOM_241,Tomatoes,Fruits,Sunny,Summer,2024-01-19,2024-01-22,101,A,0,4.29,6.48,0.66,2.2,67,34,40
PRO_AVO_208,Avocados,Fruits,Sunny,Summer,2024-02-25,2024-03-08,240,B,11,2.87,5.48,0,5.48,168,72,17
PRO_AVO_192,Avocados,Fruits,Rainy,Summer,2023-04-09,2023-04-16,460,A,6,2.5,3.8,0,3.8,322,138,80
PRO_TOM_192,Tomatoes,Fruits,Cloudy,Summer,2024-05-23,2024-06-01,157,A,7,2.92,5.48,0,5.48,157,0,22
PRO_LET_184,Lettuce,Vegetables,Cloudy,Summer,2024-08-28,2024-09-17,398,B,19,5.29,7.6,0,7.6,398,0,32
PRO_TOM_268,Tomatoes,Fruits,Rainy,Summer,2024-12-20,2025-01-02,222,B,11,4.05,7.91,0,7.91,216,6,24
PRO_TOM_183,Tomatoes,Fruits,Rainy,Summer,2023-12-14,2023-12-28,388,B,12,1.59,3.47,0,3.47,388,0,38
PRO_LET_198,Lettuce,Vegetables,Cloudy,Summer,2023-03-26,2023-04-13,123,B,18,1.41,2.15,0,2.15,123,0,11
PRO_GRA_274,Grapes,Fruits,Cloudy,Summer,2023-04-07,2023-04-16,265,A,8,1.85,3.05,0,3.05,265,0,32
PRO_APP_727,Apples,Fruits,Cloudy,Summer,2024-08-08,2024-08-13,192,A,3,1.53,2.36,0,2.36,192,0,67
PRO_TOM_280,Tomatoes,Fruits,Cloudy,Summer,2023-12-02,2023-12-17,269,A,13,1.42,2.57,0,2.57,188,81,20
